(667, 27141, 'A'),
(668, 27146, 'B'),
(669, 27151, 'B'),
(670, 27224, 'A'),
(671, 27240, 'B'),
(672, 27306, 'B'),
(673, 27357, 'A'),
(674, 27436, 'B'),
(675, 27542, 'A'),
(676, 27822, 'A'),
(677, 27988, 'A'),
(678, 28018, 'A'),
(679, 28099, 'B'),
(680, 28113, 'C'),
(681, 28188, 'A'),
(682, 28408, 'A'),
(683, 28486, 'C'),
(684, 28492, 'A'),
(685, 28581, 'B'),
(686, 28633, 'B'),
(687, 28644, 'B'),
(688, 28665, 'B'),
(689, 28737, 'A'),
(690, 28747, 'A'),
(691, 28753, 'C'),
(692, 28757, 'C'),
(693, 28762, 'C'),
(694, 28806, 'A'),
(695, 28841, 'B'),
(696, 28924, 'A'),
(697, 28945, 'A'),
(698, 28952, 'A'),
(699, 29032, 'B'),
(700, 29036, 'B'),
(701, 29099, 'A'),
(702, 29101, 'A'),
(703, 29610, 'B'),
(704, 29614, 'A'),
(705, 29778, 'A'),
(706, 29798, 'B'),
(707, 29893, 'B'),
(708, 29952, 'B'),
(709, 29983, 'A'),
(710, 30045, 'B'),
(711, 30055, 'A'),
(712, 30086, 'A'),
(713, 30113, 'A'),
(714, 30192, 'B'),
(715, 30200, 'A'),
(716, 30202, 'B'),
(717, 30235, 'A'),
(718, 30267, 'B'),
(719, 30270, 'B'),
(720, 30272, 'A'),
(721, 30348, 'A'),
(722, 30472, 'A'),
(723, 30734, 'B'),
(724, 30799, 'B'),
(725, 30849, 'A'),
(726, 30948, 'C'),
(727, 31047, 'A'),
(728, 31061, 'A'),
(729, 31106, 'A'),
(730, 31231, 'A'),
(731, 31260, 'A'),
(732, 31265, 'B'),
(733, 31284, 'B'),
(734, 31313, 'C'),
(735, 31380, 'A'),
(736, 31404, 'B'),
(737, 31406, 'B'),
(738, 31476, 'A'),
(739, 31477, 'B'),
(740, 31484, 'B'),
(741, 31525, 'B'),
(742, 31544, 'A'),
(743, 31637, 'C'),
(744, 31638, 'B'),
(745, 31645, 'C'),
(746, 31667, 'A'),
(747, 31690, 'B'),
(748, 31815, 'A'),
(749, 31821, 'A'),
(750, 31901, 'A'),
(751, 31920, 'B'),
(752, 31980, 'B'),
(753, 32003, 'B'),
(754, 32006, 'C'),
(755, 32027, 'A'),
(756, 32282, 'B'),
(757, 32309, 'A'),
(758, 32314, 'B'),
(759, 32315, 'C'),
(760, 32316, 'B'),
